id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,attack,ability,text,weakness,retreat,rule
A2-165,A2,165,Drifloon,A2,Space-Time Smackdown,Art Rare,Psychic,Pokemon,a2-165-drifloon,50,Basic,"[{""info"": ""{P} Expand 10"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221220 damage from attacks.""}]",[],It is whispered that any child who mistakes<br />Drifloon for a balloon and holds on to it could<br />wind up missing.,Lightning,1,
A2-166,A2,166,Mesprit,A2,Space-Time Smackdown,Art Rare,Psychic,Pokemon,a2-166-mesprit,70,Basic,"[{""info"": ""{PPP} Supreme Blast 160"", ""effect"": ""You can use this attack only if you have Uxie and Azelf on your Bench. Discard all Energy from this Pok\u00e9mon.""}]",[],"Known as “The Being of Emotion.” It taught<br />humans the nobility of sorrow, pain, and joy.",Darkness,1,
A2-170,A2,170,Lucario,A2,Space-Time Smackdown,Art Rare,Fighting,Pokemon,a2-170-lucario,100,Stage 1,"[{""info"": ""{FF} Submarine Blow 40"", ""effect"": """"}]","[{""info"": ""Fighting Coach"", ""effect"": ""Attacks used by your <span class=\""energy-text energy-text--type-fighting\""></span> Pok\u00e9mon do +20 damage to your opponent\u2019s Active Pok\u00e9mon.""}]","It’s said that no foe can remain invisible to<br />Lucario, since it can detect auras—even those<br />of foes it could not otherwise see.",Psychic,2,
A2-173,A2,173,Croagunk,A2,Space-Time Smackdown,Art Rare,Darkness,Pokemon,a2-173-croagunk,60,Basic,"[{""info"": ""{DD} Group Beatdown 20x"", ""effect"": ""Flip a coin for each Pok\u00e9mon you have in play. This attack does 20 damage for each heads.""}]",[],"Inflating its poison sacs, it fills the area with an<br />odd sound and hits flinching opponents with a<br />poison jab.",Fighting,1,
A2-174,A2,174,Heatran,A2,Space-Time Smackdown,Art Rare,Metal,Pokemon,a2-174-heatran,120,Basic,"[{""info"": ""{MMM} Steel Tackle 110"", ""effect"": ""This Pok\u00e9mon also does 20 damage to itself.""}]",[],It dwells in volcanic caves. It digs in with its<br />cross-shaped feet to crawl on ceilings and walls.,Fire,3,
A2-177,A2,177,Bidoof,A2,Space-Time Smackdown,Art Rare,Colorless,Pokemon,a2-177-bidoof,60,Basic,"[{""info"": ""{CC} Super Fang"", ""effect"": ""Halve your opponent's Active Pok\u00e9mon's remaining HP, rounded down.""}]",[],"With nerves of steel, nothing can perturb it. It is<br />more agile and active than it appears.",Fighting,2,
A2-179,A2,179,Regigigas,A2,Space-Time Smackdown,Art Rare,Colorless,Pokemon,a2-179-regigigas,140,Basic,"[{""info"": ""{CCCC} Raging Hammer 50+"", ""effect"": ""This attack does more damage equal to the damage this Pok\u00e9mon has on it.""}]",[],"It is said to have made Pokémon that look like<br />itself from a special ice mountain, rocks,<br />and magma.",Fighting,4,
A2-180,A2,180,Yanmega ex,A2,Space-Time Smackdown,Super Rare,Grass,Pokemon,a2-180-yanmega-ex,140,Stage 1,"[{""info"": ""{CCC} Air Slash 120"", ""effect"": ""Discard a random Energy from this Pok\u00e9mon.""}]",[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-183,A2,183,Pachirisu ex,A2,Space-Time Smackdown,Super Rare,Lightning,Pokemon,a2-183-pachirisu-ex,120,Basic,"[{""info"": ""{LL} Sparking Gadget 40+"", ""effect"": ""If this Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 40 more damage.""}]",[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-185,A2,185,Gallade ex,A2,Space-Time Smackdown,Super Rare,Fighting,Pokemon,a2-185-gallade-ex,170,Stage 2,"[{""info"": ""{FF} Energized Blade 70+"", ""effect"": ""This attack does 20 more damage for each Energy attached to your opponent's Active Pok\u00e9mon.""}]",[],,Psychic,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-187,A2,187,Darkrai ex,A2,Space-Time Smackdown,Super Rare,Darkness,Pokemon,a2-187-darkrai-ex,140,Basic,"[{""info"": ""{DDC} Dark Prism 80"", ""effect"": """"}]","[{""info"": ""Nightmare Aura"", ""effect"": ""Whenever you attach a <span class=\""energy-text energy-text--type-darkness\""></span> Energy from your Energy Zone to this Pok\u00e9mon, do 20 damage to your opponent\u2019s Active Pok\u00e9mon.""}]",,Grass,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-188,A2,188,Dialga ex,A2,Space-Time Smackdown,Super Rare,Metal,Pokemon,a2-188-dialga-ex,150,Basic,"[{""info"": ""{MM} Metallic Turbo 30"", ""effect"": ""Take 2 {M} Energy from your Energy Zone and attach it to 1 of your Benched Pok\u00e9mon.""}, {""info"": ""{MMCC} Heavy Impact 100"", ""effect"": """"}]",[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-191,A2,191,Team Galactic Grunt,A2,Space-Time Smackdown,Super Rare,,Supporter,a2-191-team-galactic-grunt,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2-193,A2,193,Volkner,A2,Space-Time Smackdown,Super Rare,,Supporter,a2-193-volkner,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2-194,A2,194,Dawn,A2,Space-Time Smackdown,Super Rare,,Supporter,a2-194-dawn,0,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A2-196,A2,196,Yanmega ex,A2,Space-Time Smackdown,Special Art Rare,Grass,Pokemon,a2-196-yanmega-ex,140,Stage 1,"[{""info"": ""{CCC} Air Slash 120"", ""effect"": ""Discard a random Energy from this Pok\u00e9mon.""}]",[],,Lightning,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-198,A2,198,Pachirisu ex,A2,Space-Time Smackdown,Special Art Rare,Lightning,Pokemon,a2-198-pachirisu-ex,120,Basic,"[{""info"": ""{LL} Sparking Gadget 40+"", ""effect"": ""If this Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 40 more damage.""}]",[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-200,A2,200,Gallade ex,A2,Space-Time Smackdown,Special Art Rare,Fighting,Pokemon,a2-200-gallade-ex,170,Stage 2,"[{""info"": ""{FF} Energized Blade 70+"", ""effect"": ""This attack does 20 more damage for each Energy attached to your opponent's Active Pok\u00e9mon.""}]",[],,Psychic,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-202,A2,202,Darkrai ex,A2,Space-Time Smackdown,Special Art Rare,Darkness,Pokemon,a2-202-darkrai-ex,140,Basic,"[{""info"": ""{DDC} Dark Prism 80"", ""effect"": """"}]","[{""info"": ""Nightmare Aura"", ""effect"": ""Whenever you attach a <span class=\""energy-text energy-text--type-darkness\""></span> Energy from your Energy Zone to this Pok\u00e9mon, do 20 damage to your opponent\u2019s Active Pok\u00e9mon.""}]",,Grass,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-205,A2,205,Dialga ex,A2,Space-Time Smackdown,Immersive Rare,Metal,Pokemon,a2-205-dialga-ex,150,Basic,"[{""info"": ""{MM} Metallic Turbo 30"", ""effect"": ""Take 2 {M} Energy from your Energy Zone and attach it to 1 of your Benched Pok\u00e9mon.""}, {""info"": ""{MMCC} Heavy Impact 100"", ""effect"": """"}]",[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-206,A2,206,Palkia ex,A2,Space-Time Smackdown,Crown Rare,Water,Pokemon,a2-206-palkia-ex,150,Basic,"[{""info"": ""{W} Slash 30"", ""effect"": """"}, {""info"": ""{WWWC} Dimensional Storm 150"", ""effect"": ""Discard 3 {W} Energy from this Pok\u00e9mon. This attack also does 20 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-003,A2,3,Bellossom,A2,Space-Time Smackdown,Uncommon,Grass,Pokemon,a2-3-bellossom,130,Stage 2,"[{""info"": ""{GG} Leaf Step 80"", ""effect"": """"}]",[],"Plentiful in the tropics. When it dances, its petals<br />rub together and make a pleasant ringing sound.",Fire,1,
A2-010,A2,10,Turtwig,A2,Space-Time Smackdown,Common,Grass,Pokemon,a2-10-turtwig,80,Basic,"[{""info"": ""{GC} Bite 30"", ""effect"": """"}]",[],It uses its whole body to photosynthesize when<br />exposed to sunlight. Its shell is made from<br />hardened soil.,Fire,2,
A2-011,A2,11,Grotle,A2,Space-Time Smackdown,Uncommon,Grass,Pokemon,a2-11-grotle,100,Stage 1,"[{""info"": ""{GGC} Razor Leaf 60"", ""effect"": """"}]",[],"It lives along water in forests. In the daytime,<br />it leaves the forest to sunbathe its treed shell.",Fire,3,
A2-012,A2,12,Torterra,A2,Space-Time Smackdown,Rare,Grass,Pokemon,a2-12-torterra,160,Stage 2,"[{""info"": ""{GGCC} Frenzy Plant 150"", ""effect"": ""During your next turn, this Pok\u00e9mon can't use Frenzy Plant.""}]",[],Ancient people imagined that beneath the<br />ground dwelt a gigantic Torterra.,Fire,4,
A2-013,A2,13,Kricketot,A2,Space-Time Smackdown,Common,Grass,Pokemon,a2-13-kricketot,60,Basic,"[{""info"": ""{G} Bug Bite 20"", ""effect"": """"}]",[],"Its legs are short. Whenever it stumbles, its stiff<br />antennae clack with a xylophone-like sound.",Fire,1,
A2-014,A2,14,Kricketune,A2,Space-Time Smackdown,Common,Grass,Pokemon,a2-14-kricketune,90,Stage 1,"[{""info"": ""{GC} Entrancing Melody 50"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Confused.""}]",[],"By allowing its cry to resonate in the hollow of its<br />belly, it produces a captivating sound.",Fire,1,
A2-016,A2,16,Wormadam,A2,Space-Time Smackdown,Common,Grass,Pokemon,a2-16-wormadam,120,Stage 1,"[{""info"": ""{GCC} Leaf Cutter 60+"", ""effect"": ""Flip a coin. If heads, this attack does 30 more damage.""}]",[],Its appearance changes depending on where it<br />evolved. The materials on hand become a part of<br />its body.,Fire,2,
A2-019,A2,19,Carnivine,A2,Space-Time Smackdown,Uncommon,Grass,Pokemon,a2-19-carnivine,90,Basic,"[{""info"": ""{GGC} Flog 40+"", ""effect"": ""Flip a coin. If heads, this attack does 50 more damage.""}]",[],"It attracts prey with its sweet-smelling saliva, then<br />chomps down. It takes a whole day to eat prey.",Fire,1,
A2-023,A2,23,Magmar,A2,Space-Time Smackdown,Common,Fire,Pokemon,a2-23-magmar,80,Basic,"[{""info"": ""{R} Stoke"", ""effect"": ""Take a {R} Energy from your Energy Zone and attach it to this Pok\u00e9mon.""}]",[],Magmar dispatches its prey with fire. But it<br />regrets this habit once it realizes that it has<br />burned its intended prey to a charred crisp.,Water,2,
A2-024,A2,24,Magmortar,A2,Space-Time Smackdown,Rare,Fire,Pokemon,a2-24-magmortar,130,Stage 1,"[{""info"": ""{RRRR} Bursting Inferno 100"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Burned.""}]",[],"When Magmortar inhales deeply, the fire burning<br />in its belly intensifies, rising in temperature to<br />over 3,600 degrees Fahrenheit.",Water,3,
A2-026,A2,26,Magcargo,A2,Space-Time Smackdown,Uncommon,Fire,Pokemon,a2-26-magcargo,120,Stage 1,"[{""info"": ""{RC} Searing Flame 30"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Burned.""}]",[],Its brittle shell occasionally spouts intense flames<br />that circulate throughout its body.,Water,3,
A2-027,A2,27,Chimchar,A2,Space-Time Smackdown,Common,Fire,Pokemon,a2-27-chimchar,60,Basic,"[{""info"": ""{R} Scratch 20"", ""effect"": """"}]",[],Its fiery rear end is fueled by gas made in its belly.<br />Even rain can’t extinguish the fire.,Water,1,
A2-028,A2,28,Monferno,A2,Space-Time Smackdown,Uncommon,Fire,Pokemon,a2-28-monferno,80,Stage 1,"[{""info"": ""{R} Fiery Punch 30"", ""effect"": """"}]",[],It skillfully controls the intensity of the fire on its<br />tail to keep its foes at an ideal distance.,Water,1,
A2-029,A2,29,Infernape ex,A2,Space-Time Smackdown,Double Rare,Fire,Pokemon,a2-29-infernape-ex,170,Stage 2,"[{""info"": ""{RR} Flare Blitz 140"", ""effect"": ""Discard all {R} Energy from this Pok\u00e9mon.""}]",[],,Water,0,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-034,A2,34,Regice,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-34-regice,110,Basic,"[{""info"": ""{WW} Frost Smash 50"", ""effect"": """"}]","[{""info"": ""Crystal Body"", ""effect"": ""Prevent all effects of attacks used by your opponent\u2019s Pok\u00e9mon done to this Pok\u00e9mon.""}]","With cold air that can reach temperatures as low<br />as −328 degrees Fahrenheit, Regice instantly<br />freezes any creature that approaches it.",Metal,2,
A2-035,A2,35,Piplup,A2,Space-Time Smackdown,Common,Water,Pokemon,a2-35-piplup,60,Basic,"[{""info"": ""{C} Nap"", ""effect"": ""Heal 20 damage from this Pok\u00e9mon.""}]",[],It doesn’t like to be taken care of. It’s difficult to<br />bond with since it won’t listen to its Trainer.,Lightning,1,
A2-036,A2,36,Prinplup,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-36-prinplup,90,Stage 1,"[{""info"": ""{WC} Surf 30"", ""effect"": """"}]",[],"It lives alone, away from others. Apparently, every<br />one of them believes it is the most important.",Lightning,1,
A2-037,A2,37,Empoleon,A2,Space-Time Smackdown,Rare,Water,Pokemon,a2-37-empoleon,150,Stage 2,"[{""info"": ""{WWC} Aqua Jet 80"", ""effect"": ""This attack also does 30 damage to 1 of your opponent's Benched Pok\u00e9mon.""}]",[],It swims as fast as a jet boat. The edges of its<br />wings are sharp and can slice apart drifting ice.,Lightning,2,
A2-038,A2,38,Buizel,A2,Space-Time Smackdown,Common,Water,Pokemon,a2-38-buizel,60,Basic,"[{""info"": ""{W} Water Gun 20"", ""effect"": """"}]",[],It spins its two tails like a screw to propel itself<br />through water. The tails also slice clinging<br />seaweed.,Lightning,1,
A2-040,A2,40,Shellos,A2,Space-Time Smackdown,Common,Water,Pokemon,a2-40-shellos,70,Basic,"[{""info"": ""{WC} Mud-Slap 30"", ""effect"": """"}]",[],It used to have a shell on its back long ago.<br />This species is closely related to Pokémon<br />like Shellder.,Lightning,2,
A2-041,A2,41,Gastrodon,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-41-gastrodon,120,Stage 1,"[{""info"": ""{WCC} Muddy Water 60"", ""effect"": ""This attack also does 20 damage to 1 of your opponent's Benched Pok\u00e9mon.""}]",[],"They normally inhabit rocky seashores, but in<br />times of continuous rain, they can sometimes be<br />found in the mountains, far from the sea.",Lightning,3,
A2-046,A2,46,Glaceon,A2,Space-Time Smackdown,Rare,Water,Pokemon,a2-46-glaceon,90,Stage 1,"[{""info"": ""{WW} Ice Beam 60"", ""effect"": ""Flip a coin. If heads, your opponent's Active Pok\u00e9mon is now Paralyzed.""}]",[],"It can control its body temperature at will.<br />This enables it to freeze the moisture in the<br />atmosphere, creating flurries of diamond dust.",Metal,1,
A2-049,A2,49,Palkia ex,A2,Space-Time Smackdown,Double Rare,Water,Pokemon,a2-49-palkia-ex,150,Basic,"[{""info"": ""{W} Slash 30"", ""effect"": """"}, {""info"": ""{WWWC} Dimensional Storm 150"", ""effect"": ""Discard 3 {W} Energy from this Pok\u00e9mon. This attack also does 20 damage to each of your opponent's Benched Pok\u00e9mon.""}]",[],,Lightning,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-050,A2,50,Manaphy,A2,Space-Time Smackdown,Uncommon,Water,Pokemon,a2-50-manaphy,50,Basic,"[{""info"": ""{W} Oceanic Gift"", ""effect"": ""Choose 2 of your Benched Pok\u00e9mon. For each of those Pok\u00e9mon, take a {W} Energy from your Energy Zone and attach it to that Pok\u00e9mon.""}]",[],It is born with a wondrous power that lets it bond<br />with any kind of Pokémon.,Lightning,1,
A2-054,A2,54,Voltorb,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-54-voltorb,60,Basic,"[{""info"": ""{L} Big Explosion 30"", ""effect"": ""This Pok\u00e9mon also does 10 damage to itself.""}]",[],"It rolls to move. If the ground is uneven, a sudden<br />jolt from hitting a bump can cause it to explode.",Fighting,1,
A2-062,A2,62,Rotom,A2,Space-Time Smackdown,Common,Lightning,Pokemon,a2-62-rotom,70,Basic,"[{""info"": ""{C} Assault Laser 20+"", ""effect"": ""If your opponent's Active Pok\u00e9mon has a Pok\u00e9mon Tool attached, this attack does 30 more damage.""}]",[],Its electricity-like body can enter some kinds<br />of machines and take control in order to make<br />mischief.,Fighting,1,
A2-064,A2,64,Togetic,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-64-togetic,80,Stage 1,"[{""info"": ""{P} Fairy Wind 40"", ""effect"": """"}]",[],"They say that it will appear before kindhearted,<br />caring people and shower them with happiness.",Metal,1,
A2-066,A2,66,Misdreavus,A2,Space-Time Smackdown,Common,Psychic,Pokemon,a2-66-misdreavus,60,Basic,"[{""info"": ""{P} Mumble 20"", ""effect"": """"}]",[],This Pokémon startles people in the middle of<br />the night. It gathers fear as its energy.,Darkness,1,
A2-067,A2,67,Mismagius ex,A2,Space-Time Smackdown,Double Rare,Psychic,Pokemon,a2-67-mismagius-ex,140,Stage 1,"[{""info"": ""{PP} Magical Delusion 70"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Confused.""}]",[],,Darkness,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A2-075,A2,75,Uxie,A2,Space-Time Smackdown,Uncommon,Psychic,Pokemon,a2-75-uxie,70,Basic,"[{""info"": ""{P} Mind Boost 20"", ""effect"": ""Take a {P} Energy from your Energy Zone and attach it to Mesprit or Azelf.""}]",[],Known as “The Being of Knowledge.” It is said<br />that it can wipe out the memory of those who see<br />its eyes.,Darkness,1,
